"	26	 ON THE WAY… AKASH SEES A BROKEN CHAMPAGNE BOTTLE AND A BOUQUET OF ORCHIDS ON THE FLOOR… A box of chocolates…a jewel box….   AKASH SHUTS THE DOOR AND TURNS…. TO ‘SEE’ A BAREBODIED STUD (mid 30s well-built) WITH A BUSHY MOUSTACHE… standing behind the shower curtain… a GUN IN HIS HAND. He stares at AKASH menacingly as Akash UNZIPS HIS PANTS AND TRIES TO PEE. THE MAN CONTINUES STARING AS AKASH ZIPS HIS PANTS AND GETS OUT….    • SIMI LEADS AKASH TO THE PIANO… AND NOW HE SEES THE DEAD MAN. IT IS PRAMOD SINHA. HE’S BEEN SHOT IN THE NECK. She seats Akash at piano… asks him to play some music. SHE INSTRUCTS THE MAN FROM THE BATHROOM IN DUMBCHARADES…TO FETCH SOMETHING FROM INSIDE. THE MAN returns with towels and a bucket. HIS NAME IS MANOHAR.   • Akash playing the piano AND PROVIDING background music as he watches: MANOHAR AND SIMI SWIFTLY CLEAN UP THE AREA….They  SHOVE PRAMOD SINHA’S BODY INTO the  SUITCASE. Simi stops and removes the ROLEX watch from Pramod’s wrist. She shoves it in a drawer. Akash watching all this thru his dark glasses He CONTINUES PLAYING AS …… Simi and Manohar confer.   • SIMI FURIOUSLY cleans the floor of glass pieces and Manohar drags the body across to an inside room.   • Akash playing…..barely looking up. Simi has now come to the piano….. Akash plays like a blind man playing for his life.   • Simi moves to the passage as Manohar wheels in a suitcase…..Once again, they discuss something…and Manohar OPENS THE SUITCASE AND PULLS OUT A HAND.  Simi quickly removes Pramod Sinha’s watch but the ring proves to be stubborn.   • Manohar snaps the finger and pulls out the ring. Akash watches Simi wince……..  "
"	27	• Simi runs in again and fetches Pramod’s beige jacket and cap. She also brings the BLUE TOOTH speaker, which we have seen a couple of times. We are trying to figure out what she’s up to…   • Manohar watches Akash who is STILL playing… Simi does something with Pramod’s phone. (she’s syncing the phone to the BLUE TOOTH SPEAKER … and gestures Manohar IN DUMBCHARADAS TO GO TO THE DOOR AND RING THE BELL….MANOHAR, A BIT PUZZLED OBEYS.   • THE BELL RINGS. And Simi springs to the door…ah I think Pramod is back…..Simi ushers MANOHAR to continue the clean up  as Simi talks: Arre, Pammi such a lovely surprise….Oooh….he plays so well… AKASH PLAYS  SOME SOLID ROMANTIC TUNE AS MANOHAR puts on Sinha’s jacket and stare  STUPIFIED.   • Akash nearing the end of the piece. Simi is ready. She signals Manohar to clap AND WE HEAR PRAMOD’S VOICE. Wah Wah Bahut Achhe Behtereen… Wah (THE HOME VIDEO OF SIMI AND PRAMOD ON A HAPPIER DAY) We realize she is using Pramod Sinha’s recorded voice to construct a conversation with him.  • Akash watches Simi escort ‘PRAMOD’ to the inside room. He waits... like Manohar waits…both staring at each other…IN THE BACKGROUND….we hear  SIMI ARGUING with ‘Pramod’. We mostly hear Simi speak… What… the builder is waiting for you? Why now? Cant it wait? Oh Pramod….…come back soon….this boy is waiting.   • SIMI GESTURES MANOHAR TO LEAVE… Manohar wheels out the suitcase.  EXITS.   • SIMI: “Would you like a juice Akash? No, thank you, ma’am. Simi watches SINHA’S CAR DRIVE OUT OF THE BUILDING. WE SEE HER GO TO A PHOTO OF PRAMOD…maybe she’s a bit overwhelmed…. SHE SITS ON A SOFA. SHE BREAKSDOWN FOR REAL….THOUGH SHE HAS TO ENSURE THAT THE BLIND MAN DOESN’T HEAR HER.   • We see Akash playing the piano….in the distance she’s crying.  THE PHONE RINGS... a call from Manohar. She talks like she’s speaking to Pramod. “……haan Pramod….where are you? Oh dear. Ok…I’ll see you there… She turns to Akash…..Sorry. Today’s session is cancelled. "
	28	He is held up. How much do I pay. Akash says Sir has paid me….. I will go now. She says ok….Let me drop you home. AKASH SAYS THANKS BUT I CAN MANAGE….    INT. AUTO. DAY.   Akash feels the bile rising…..he wants to puke…..  Akash: Police Station chalo…..     EXT. INT. POLICE STATION. DAY.  AKASH GETS OFF AT POLICE STATION. HE IS PLAYING BLIND.   We introduce SUB INSPECTOR KAMDAR Yes?  Akash says I want to report a crime/murder I want to meet the SHO.   Kamdar stares curiously at him and leads him inside. Makes him sit.  ‘SAAB TOILET MEIN HAIN.’  We hear the flush and the door opens and THE CHIEF INSPECTOR STEPS OUT.   IT’S MANOHAR IN UNIFORM.  BOTH AKASH AND MANOHAR DO A DOUBLE TAKE.  KAMDAR says… he wants to report a murder….  AKASH almost drops a glass of water…SAYS ….my CAT …. IT’S MISSING. MAYBE MURDERED. There is a boy in the building….Kesari….i suspect he killed it.   Akash makes a bit of a fool of himself but Manohar is extremely suspicious...   EXT. POLICE STATION. DAY.  As Manohar puts Akash in his car / jeep and is to drive off. A car comes to a screeching halt on the other side of the road and a fuming lady comes out and accosts Manohar.   
	29	WE realize it’s his wife RASIKA… and Manohar has stood her up for a lunch date……And he’s not answering her calls too.  Akash sits quiet…wondering how he can make Manohar believe his cat missing story….  Rasika is a dominating virago...and she charges into Manohar from the side of his car through the window.   Manohar somehow mumbles that he is on an important case and promises dinner and escapes...  As Manohar drives off Rasika thunders at the police guard who was watching the fracas.....the guard quickly looks away.    MANOHAR at AKASH’S BUILDING.   He examines Akash’s house. Looking around suspiciously.   Poking his head in the bathroom...strumming the piano… Opening drawers etc…. Akash watching…   Manohar spots a hammer in a kitchen drawer. Manohar SUDDENLY leaps over a teepoy and makes a move as if to attack Akash with hammer.  AKASH is scared but prepared. DOESN’T FLINCH.   Can I see your eyes…PULLS OUT AKASH’S GOGS. Akash is prepared. Manohar stares at his vacant eyes. We hear a school bus. Akash says that’s the kid’s school bus. Grill him about the cat sir….MANOHAR IS CONVINCED THIS BOY IS BLIND. AND THEN HE SEES THE CAT coming in thru window. Meeow. Akash grabs the cat… thank you… Sir…      EXT. INT. FRANCO’S NIGHT.   A car stops and we see Simi get out. She’s LOOKING STUNNING.  Simi enters and announces to FONSECA and SOPHIE that it’s her anniversary and Pramod will be coming any minute.   
"	30	Can you make the crab the way he likes it?  She comes up to Akash and says hello.   AKASH playing in a FRENZY… SUDDENLY SKIPS A BEAT    “So we decided to come here and celebrate….”   AKASH NODS. Have a great evening Ma’am.  He starts playing, a Rajesh Khanna song.  https://www.youtube.com/watch?v=W_i2bqZxStA    ON WHICH WE CUT TO:   INT. PRAMOD’S HOUSE. DAY.   Pramod Sinha enters his house, laden with a bouquet and a bottle of wine and many other presents.  He is on tip toe…as he searches for Simi in different rooms.  And then, he hears a sound in the kitchen. Ah. That’s where she is.  He moves towards the kitchen when he notices a GUN on the table…. Curious he picks it up and stares as the kitchen door opens….  SIMI steps out adjusting her slip as Pramod says SURPRISE!  AND then he sees MANOHAR ON THE DINING TABLE… rising and wearing his pants.  THE CHAMPAGNE BOTTLE CRASHES ON FLOOR… Pramod grabs Manohar’s gun resting on his jeans and TRIES TO FIRE… AS Simi and Manohar struggle with Pramod. AND THEN PRAMOD FALLS… THEY STARE AT HIS BLEEDING BODY AS THE DOORBELL RINGS… SIMI LOOKS AT THE DOOR. WE SEE THE ‘IMAGINED’ MURDER SEQUENCE which may well be how it happened.   INT. FRANCOS. NIGHT.  In dissolves over music we see Simi…. "
"	31	She is sitting quietly….interacting with Franco…. She is sitting….somewhat angry….trying her phone again and again… Sophie talks to Simi….who is now sort of anxious…. Simi with Franco again….she is about to sob….  Akash watching from the corner of his eye…..as Simi leaves the restaurant in a huff….   NIGHT. EXT. FRANCO’S.  Sophie steps out with her scooter. Looks for Akash. Watchman says he left in a rick. Sophie surprised.     Desolate UNDERCONSTRUCTION complex. DAY. (REF: The one we liked in Pune) DELETED  GULLY CRICKET played by construction workers kids…... A 10 year old batsman hits the ball…..high in the air.  Ball flies in the air….out of sight.  FIELDER KID 2 runs to retrieve ball.   Fielder kid passes A BLACK SUV….as he searches for the ball. HE LOOKS UNDER THE SUV AND AROUND….CAN’T FIND BALL. HE GOES INSIDE THE CONSTRUCTION…..AND SUDDENLY REACTS…..  His POV:  ON THE FLOOR AMONGST SACK OF CEMENT…….A 500 RUPEE NOTE…. …AND HEY ONE MORE….….and a couple more in the distance….and two more….. Trembling with excitement, he collects 7 damp notes of 500 bucks.  ……heck…enough for a new bat and stumps.  And then he gets the scare of his life. Pramod Sinha’s dead body PROPPED AMIDST CEMENT BAGS.  A bunch of 500 rupee notes in his coiled fist.   The kid tries to PULL the notes which are stuck in the RIGOR MORTIS TIGHT FINGERS.  The BATSMAN IS MAKING HIS SEVENTH RUN….. "
	32	A SCREAM PIERCES THRU THE MORNING. (Keep duration in mind….THINK of an alternative sequence. Just as an option)  The place swarming with COPS AND REPORTERS.  Flashes on police cameras...(optional...we see dead Pramod Sinha's face)  The area is a  crime  zone now....the kids are sitting in a distance...very pale…COP KAMDAR IS TALKING TO THEM. Maybe searching them for more currency notes.  Police cars are all over. Some journalists lurk in the background... A stretches carries away a white sheet covered body to an ambulance.  As Forensic guys mark  the space and a few look around for more clues...   A REPORTER’S CAMERA CHARGES AT Kamdar  AS HE APPROACHES…....   Kamdar: We are looking at all angles… looks like he was murdered somewhere else and dumped here....   Camera PULLS BACK TO REVEAL KAMDAR on TV SCREEN EVENING NEWS.  WE ARE IN A SMOKY LOW DOWN BAR. CAMERA CONTINUES PULLING BACK TO INCLUDE THE PROFILE OF A MAN IN FOREGROUND …IN THE BAR DRINKING RUM… LET’S CALL HIM SURYA.HE IS SITTING IN THE BAR AND DRINKING WITH A COLLEAGUE.   HE FINISHES HIS MURUKKU AND GULPS HIS DRINK…..  by then the TV is a distant object on a fridge by the counter....but we  can still see and hear an excited news reporter....   Kamdar: (in Marathi) There were some five hundred and two thousand rupees lying around....may be the killers were in a hurry so they did not have time to pick these up....all are being investigated...   Reporter: .....It's really sad that such a senior actor who ruled Bollywood once will meet his end this way....as per his  wife...he  was lately investing in some real estate deals and went out carrying around One Crore in cash.....while  we feel sad and ask the police to look into this more sharply…we also must comment here that such cash transaction in real estate still shows the government's claim of removing cash transaction is only a claim..... 
	33	  SURYA WATCHES THE NEWS…..RISES…....... he passes the bar on way to the toilet...   Mein to har mod par tujhzo dhoonda sada RENTS THE AIR…..AS SURYA GETS INTO THE TOILET…..AS WE SEE a figure IN DARK rises and follow.   SURYA IN THE LOO. TAKES A SOLID LEAK….AH…THE JOYS OF EMPTYING A FULL BLADDER.  The FIGURE IN DARK ENTERS FOREGROUND.   SURYA FINISHES…..GOES TO THE BASIN….TO WASH HIS HANDS….AND SUDDENLY REACTS… THERE IS A ROLEX WATCH IN THE URINAL OPPOSITE HIM.  SURYA GULPS AND LOOKS AROUND.  HE PICKS UP THE WATCH  AND WASHES IT…FUCK IT LOOKS DAMN EXPENSIVE AND REAL DIAMONDS… CUT TO:  a RESOUNDING SLAP......  WE ARE INSIDE a POLICE STATION interrogation room.   Surya's face contorts as he hollers and cries... and though unslapped.... his friend FROM THE BAR starts crying too...   Manohar...in civvies...shirt sleeves rolled up....slaps Surya again who was sitting on a chair....   Manohar: Bastard...found the watch in Vijay Palace toilet ehh??? You think I am stupid......   Surya : please sir...I did not do anything sir...   Manohar: (laughs) yes…5 years in Yerwada and you are innocent... listen carefully you fuckers…I also don't think you and this sidey here have the balls for murder...but tell me who did and how you got the watch.....and we  can come to a compromise…OK??   Surya: please sir..please  sir....   
	34	As Surya hollers....Manohar looks to the other chap on the chair.....who shrinks.....Manohar pulls him up by the hair beside his ears...he yells  Manohar: (to another cop) Isko missal pao…usko poha….   He hits the guy solidly in the stomach....he croaks and falls... starts blabbering he is innocent… Manohar goes out....   Manohar comes into HIS OFFICE.   Kamdar is taking down Simi's version... A girl is sitting next to Simi facing Kamdar…sobbing intermittently... we may not have a clear view of her in the first shot...but that's ok.   The ROLEX watch is lying inside a plastic cover with a number pasted on it.   Manohar: (rolls down his sleeves as he looks at Kamdar and Simi…who turns to see him) They will sing....matter of time. You are sure that's the watch ma’am??   SIMI NODS….hugs the sobbing girl who turns….Now we see her….Daani. . Daani: I chose it for him on his last birthday...  Manohar nods and sits on a bench...   Manohar: We will get them....   The far door opens.....Akash is escorted in by a police officer...   From Akash's POV...we  see the room....   As Akash gropes...Daani gets up and holds his hand.....she escorts him to another chair in front of Kamdar.   Simi and Manohar watch...   Akash: You....are???   
"	35	Daani: I am Daani...you are Akash no?? the musician who came and met Papa alive for the last time...didn't you?? How was he....   Akash: I... he was very happy....I was  playing XXXXXX when he went out... he  said he will come soon.....then he called to say he will meet us in evening....   Daani: (nods. Her voice breaks) he was always happy...you know…   They sit... Daani helping Akash...holding him... arranging him into the chair... they watch....   Kamdar coughs......he has police work to do....   VOICE OVER OF KAMDAR, as he reads out from a prepared note the basic details of the day for Akash's benefit.... 4   CUT TO:  EXT. INT. CAMA HALL MEMORIAL MEET. DAY.  • Press photographers clicking Simi as she greets various guests including some celebs…. • FRANCO AND SOPHIE ARE THERE TO PAY THEIR RESPECTS TOO. • Daani is standing dignified, greeting people with folded hands… • AKASH PLAYING YEH JEEVAN HAI…. ON PIANO…  • Old Mrs. D’Sa gets off car… She enters the hall….takes it all in. • She lights a candle, pays respects and sits down. • Akash’s fingers on the piano… • Ms Marple  likes Akash playing • Flash: She remembers Akash saying …. ‘shayad wo aa gaye?’ and Simi saying ‘Tum andar aao…” • Her mind starts whirring  SHE CLUCKS HER TONGUE AS THE PRESS FAWNS OVER SOME CELEBRITY AND THEN SHE SPOTS COP KAMDAR.  																																																								4	Remember	to	shoot	alt	visuals	for	Akash’s	post	blindness	breakdown.	"
"	36	 She sidles up to him.  Mrs. D’Sa: Any clues, Inspector P. Kamdar?  Kamdar: kya?  Mrs. D’Sa: Murder kaun kiya? Kuch maloom pada?  Kamdar: Ji…. aap kaun?  Mrs. D’Sa:  Mrs Janice D’sa, retired principal Cathedral Convent. Pramod ki padosi. Ussi floor pe rehti hoon. Pramod aur mere husband (clasps her wrists) good friends. DRINK friends.  Abhi dono upar cheers karenge…  Kamdar nods, his attention shifting to another actor who has just come in. He shouts some instruction.  Mrs. D’Sa: Wo teesra aadmi … wo idhar nahin hai….wo kaun tha?  Kamdar: Kaun teesra aadmi?  Mrs. D’Sa: Sabse pehla jo aaya….phir Pramod aaye…. aur phir wo andha….. Kamdar: (half listening…gets curious) Kaun?  Mrs. D’Sa: Mein dekhti hoon kaun hai jab bhi lift ka ting bajta hai. Pehle wo rough tough aadmi aaya….phir Pramod aaye…gifts ke saath….aur phir wo…..(points at Akash)  Kamdar: Galat. Pehla wo Lalten aaya phir Pramod Saab   Mrs. D’Sa: Lalten? kya shabd vaparta hai. Andha sabse last aaya. Poocho Simiji se…(whispers) jao casually poocho…. meri taraf mat dekho. Lalten se bhi poocho.   Mrs. D’Sa watches Kamdar lumber towards Simi and Daani. From the distance Mrs. D’Sa watches, Kamdar and Simi talking.   WE CUT TO THEM IN CLOSE.   "
"	37	Simi: (ALERT BUT CASUAL to Kamdar) Kab ki baat kar rahi hai? Kaun teesra aadmi? Achha … pichle hafte ki baat kar rahi hai. Pramod ne pizza order kiya tha…. delivery wala aaya phir Pramod aaye….   Kamdar: Pizza delivery? Simi: Pramod loved watching movies in his home theatre. With Pizza.   AKASH concludes the piece.  He can see Daani is close to him. Daani: Will you teach me this song? Will you come home tomorrow and teach me this song?  Akash: Sure….  Mrs. D’Sa enters the frame….  Mrs. D’Sa: (to Daani) We saw this picture in Natraj Cinema…you were not even born then. Hey Pianoman… Us din jab tum Pramod ke ghar gaye… wo already ghar pe the na?    Akash looks up to see Simi and Kamdar are there too. There’s a crowd around the piano.   Akash: Ji…Mein jaldi pahunch gaya actually. Pramod Sir kuch dus minute baad aaye….  Mrs. D’Sa: No, no… There was a Third Man. …Builder type ka…I mean…body builder… Dekhoongi to pehchan loongi.   She gives a curious stare at Simi and leaves….  Kamdar: satiya gayi hai shayad….  SIMI: She loved my husband… She is only trying to help…..  Akash is listening to this…..  Akash: (to Daani) I’ll see you tomorrow.   UNSPECIFIED LOCATION.  NIGHT.  "
"	38	 Akash spots A TELEPHONE BOOTH. He looks around. Nobody. He calls 100.   ‘I can’t reveal my name. I saw SHO Manohar dispose Pramod Sinha’s body.’   HE CUTS THE CALL. Wipes the phone….and returns.    INT. MANOHAR’S HOUSE. MORNING.    Rasika making poha….as Mahonar is getting dressed.  Kamdar is having a cup of tea. Kamdar: Sir, there were many crank calls about the murder, including one in which this guy named you. Ha ha ha ha…  Manohar almost chokes….with laughter. ME?? Rasika pats his back…  Rasika: You have a lot of enemies….But you guys have almost caught the killer na?  Kamdar: (sighs) Saab is trying to make him talk…..  Rasika: You know what I think …..when I see Simi’s face. I think man eater. She has a lover…I can bet on that. They killed him and planted the watch on the history sheeter.   Kamdar: Ai laa. That’s what the old lady opposite said too…. Manohar: Which old lady… what did she say….  Kamdar: That there was a Teesra aadmi in the house…I didn’t pay attention….  Rasika: Mannu….What are we waiting for? Go and interrogate her asap.. …this is a big case. You will both get promotions if you solve it.  Manohar goes to bathroom and pulls out his phone.      "
"	39	EXT. AKASH’S BUILDING. DAY.  As Akash leaves the building, Sophie’s scooter comes in.   Sophie:    Akash. Akash:      Sophie? Is everything ok? Sophie:    You tell me. Us raat restaurant se chale gaye… phir kal prayer meeting se akele nikal gaye…   He is quiet.  Sophie:     Private kaam tha? Personal? Akash:    Nothing like that, Sophie… Sophie:    To aise odd kyun behave kar rahe ho phir? Akash:   Odd? Sophie:    Odd! Awkward. Strange. Cold. Jaise ki…tumhe lag raha hai it was a mistake...  Akash:    Daani ko Pramod Sir ke gaanon ke notations dene hain… Baad mein baat karte hain…?  He seems so distant…. And she is extremely hurt.  Sophie: FYI, it wasn’t a sympathy fuck from my side. Or casual. Agar tumhaare liye casual tha to at least openly bol do. Yeh invisible tension mujhe suit nahin karta. It gives me pimples! Ok?  She leaves, quite pissed off.   INT. EXT. PRAMOD’S HOUSE.  MORNING.  Daani is cutting obit news items from various newspapers…. SIMI asks Daani to get her some medicines….she’s got a bad migraine.   Daani leaves and Simi goes to the opposite door and rings bell.   Mrs. D’Sa opens the door.   Simi asks if she’s got Crocin.   EXT. PRAMOD’S BUILDING. MORNING. "
"	40	 A rick drops Akash and he enters the lobby and proceeds to the Elevator. Enters and presses 7.   EXT INT. PRAMOD HOUSE.   MRS. D’SA COMES OUT WITH CROCIN and sees SIMI swaying like Rajesh Khanna in Premnagar…and then she faints….. ALARMED, Mrs D’Sa rushes to her….Simi….Simi…. … ‘Are you ok?’  SIMI AS IF….GRABS MRS D’SA FOR SUPPORT….AND   ….. AS THE LIFT DOOR OPENS.   AKASH POV: A PAIR OF FEET DISAPPEARING DOWN…. OMG!!!!!!! AKASH DROPS STICK…    Imp: treat minimalistic.   SIMI TURNS. Akash pretending blind…..as he sees Simi stare at him…. MRS. D’SA’S GRANNY GLASSES ARE STUCK IN HER HAIR. She is hurriedly trying to extricate the glasses as we hear a SICK THUD.   AKASH BEHAVES LIKE NOTHING HAPPENED. HE TAPS HIS WAY TO PRAMOD HOUSE DOOR. HE RINGS THE BELL…KNOWING FULLY WELL SIMI IS OUTSIDE. AND THEN WE HEAR A SCREAM BELOW…..        SOME TIME LATER.   MRS. D’SA SPRAWLED IN A POOL OF BLOOD ON THE ITALIAN MARBLE…. COPS DOING THEIR BUSINESS.  AS THE ENTIRE SOCIETY SEEMS TO HAVE GATHERED BELOW. THERE IS AN AMBULANCE AND ONLOOKERS…  Akash with Daani who is in tears…In the distance, KAMDAR AND MANOHAR  discuss the unfortunate accident. POOR LADY DROPPED HER GLASSES AND FELL OFF THE STAIRS BY ACCIDENT says Kamdar as Manohar nods.   "
"	41	SIMI EMERGES FROM THE LOBBY AND COMES TOWARDS DAANI AND AKASH STANDING TOGETHER.  SIMI: (pulling Daani) Come, we got a Pooja to attend…. Simi gives Akash a sharp look as she leaves with Daani.  At the lift, they cross MANOHAR.  Simi and Manohar exchange looks.  We hold on Akash standing…as people crowd around the ambulance… 	 EXT + INT. AKASH’S HOUSE. DAY.      Auto drops AKASH who walks briskly to the stairs. He can spy Kersi in the distance watching him.  As Akash disappears we move with Kersi who runs behind and pulls out a selfie stick. He attaches it to a tall bamboo and climbs on to a car in the compound. He raises the bamboo selfie stick to Akash’s window.  Int house. Akash enters and flings off his glasses and cane. He pulls out his phone and calls Sophie.  Akash:  Hi…I need to talk to you. How soon can you come home. You come I’ll tell you but come soon. As he is talking, Akash pulls out milk from the fridge… puts water on the gas and loads two heapfuls of BRU FILTER COFFEE into the small steel filter. As the water boils, he cracks a boiled egg for the cat. (HIS KITCHEN PROPS MUST BE BLIND FRIENDLY)  Akash does NOT notice, the phone camera hovering about his kitchen window. The Bell rings. Akash rushes to door….sees the dark gogs…. debates… and he wears it. IN BG WE SEE THE SELFIE STICK GO DOWN….   Akash opens the door. It’s SIMI. He can see her! She looks a little tense and upset.  She has a big hand bag with her.   Simi is somberly standing. ‘Mein andar aa sakti hoon….??  Akash zapped. Mrs Sinha….? "
"	42	She enters the house. Akash shuts the door. Acts blind.   SIMI: Daani tumhein mandir mein dhoond rahi thi…Kahan chale gaye tum?  AKASH: Ji?  SIMI: Daani ne bataya nahin. Pramod ka asthi visarjan kiya humne….Yeh lo prasad...  Akash takes the prasad, touches to forehead. Puts it in his mouth.  Simi:  Actually...mein tumhein personally thank karna chahti thi. ….your presence and music has been a lot of help to Daani…helped her somewhat cope with this…this…event…  Akash: Ji…aap baithiye….coffee peyengi?  Simi: I would love some.  Akash GOES TO KITCHEN……. SIMI FOLLOWS HIM…. AKASH BUSY MAKING THE COFFEE….  BEAT. He can glimpse her BEHIND HIM …staring at him. Akash finishes making the coffee and turns. She’s not there.  WE GET A START. SIMI IN A SCREAM MASK STANDING JUST NEXT TO HIM. (A reveal shot, like the Bhoot in BHOOT)   But Akash DOES NOT FLINCH. Al Pacino would have been proud of his performance.  He slowly finds his way to the table. Calls out to Simi, like a blind person would. SIMI REMOVES THE MASK and sits in front of him  Akash: Shakkar …Doodh…? Simi: black. Thank you. He puts some sugar in his mug….   Simi waits for some time, THEN DELVES INTO HER BAG and brings a bottle marked POISON and puts three drops in Akash's cup. Waits... She puts a few more drops and very business-like puts the bottle back on the table.  SIMI STARES AT HIM….  "
"	43	‘Thandi ho gayi hai….pee lo’ AKASH STIRS HIS CUP. She watches him.  Stalemate. They both wait......'staring' at each other.....Akash shakily picks up the cup...    “Main Rusk leke aata hoon….” He rises, fumbles and drops the coffee......   She dips into the bag...extracts a gun with one hand and jumps up.  Simi: That does it...../Bahut ho gaya naatak/ Pata tha tum yehi karoge/   She cocks the gun....as she  thrusts it on Akash's face. Akash raises his hand....Simi laughs viciously..bitterly...helplessly....   Simi: Utaro Chasma! Do you need the glasses any more you rascal??   Akash takes off the glasses and stares at Simi...  Akash: Hi.   Simi: Mr. Fake Blind.....meet Fake gun......(she fires phut phut phut ..the stunt gun just clicks...she drops the gun...sits back and laughs bitterly)..  Akash: I...I am sorry.....aapko mujhe ghar ke andar allow nahin karna chahiya tha/ Aapne mujhe andar kyoon bulaya? Bahar se si bhej deti…Aapne  mujhe ghar ke andar aane kyoon diya……/Us din aap ne mujhe andar aane ke liye kyoon kaha? you should have never let me in....   Simi: Mujhe kya maloom tha ki tum andhe nahin ho/ Andha samajhke allow kiya. Bahar wo Mrs D’sa sab sun rahi thi… WHAT A BLOODY MESS!  tum yeh drama kyon kar rahe ho..  Akash:  Shuru mein riyaaz tha…phir ek din mein Sophie se mila aur…   Simi: Sophie jaanti hai? Akash: Koi nahin jaanta. Aapko mujhse koi problem nahin hogi….Meine statement bhi diya…Main Pune chodke jaa raha hoon. London…I have a competition in September…..  Simi: Tum ne Daani ko kuch bataya to nahin….? Akash shakes his head… he is looking at her a bit dazed…  SIMI: Tum jo bhi samjho….Pammi ke saath mera sab theek hi tha… "
"	44	Manohar is just a good…..    Pammi mujhe surprise dena chahte the….kisko mila surprise…...?? Timing… bad timing….!!? KYA HUA?  Akash is feeling all woozy suddenly. He tries to stand and falls… ….SOMETHING IS WRONG.   He looks up to see SIMI STARE AT HIM. SHE’S WAITING….. His eyes go on the box of pedas.   Akash: Kya tha us pede mein….? Kya daala tumne us pede mein….   SHE STARTS SHUTTING THE WINDOWS…..AS AKASH RUSHES TO BASIN…….TRYING TO GAG…PUKE      Akash at the basin desperately trying to puke….and he COLLAPSES…..  SIMI WHIPS OUT HER PHONE. CALLS MANOHAR….NO REPLY. She tries again…..the phone is ringing….  And suddenly the piano starts playing. Simi turns WITH A SHUDDER…to see THE CAT ON THE PIANO STARING AT HER.   INTERVAL    PRABHAT ROAD EXT. DAY. Violent shots of a sharp knife slicing flesh. It’s a coconut vendor dexterously slicing a coconut. Sophie is waiting, another coconut in her hand.  Cut to  EXT. AKASH’S HOUSE. DAY.  SOPHIE WALKING TO AKASH’S DOOR balancing TWO COCONUTS.   "
"	45	AT THE STAIRS. Kersi accosts Sophie.  Kersi: Didi…..ek video dikhana hai….breaking news….sirf 50 Rupaye…. Sophie shoos the kid off but Kersi insists. Kersi: Achha video dekho phir paise do…. SEE!  SOPHIE LOOKS AT THE CLIP ON HIS PHONE. IT’S AKASH in the kitchen… without glasses…..HIS EYES WIDE OPEN.  SOPHIE STARES AT THE CLIP IN A LOOP…FUCK. Akash is sighted?  ‘Give me 50 bucks says Kersi as Sophie shoos him and strides up the stairs BEWILDERED to say the least.  Akash can see?  SHE RINGS THE BELL…There’s no response. She rings bell again. No response.  AND THEN WE HEAR THE BOLT.    The door opens to reveal SIMI. She has a sheet wrapped around her shoulder …. Simi looks like she’s just woken up.  Sophie, looks STUNNED.  She barges in to see Akash sprawled on a sofa/diwan… his clothes strewn about too. A half empty bottle of wine on the window sill….. Sophie calls out to Akash who is breathing heavily, like in a stupor… maybe he mumbles something.  Sophie turns to see Simi behind.   SOPHIE STARES AT SIMI….  Simi:    I am so embarrassed. Sorry…I am sorry…. Pramod ke death ke baad…. pata nahin…. and Akash …..was so kind…..understanding…..  SOPHIE: (INTERRUPTING) and sensitive and emotional and so wild in bed… Wow….. I’m glad I’m not the only one who swallowed the sob story about how he lost his eyes. 14 saal ki umar mein…..  SIMI: (feigns innocence) Kya? Akash andhaa nahin hai? Dekh sakta hai?  "
"	46	 SOPHIE: (laughs) Mujhe abhi abhi breaking news mila….  Simi: magar….kaise I mean….  Sophie: Neeche us bachhe ke paas video hai….. AND SUDDENLY SHE LOSES IT…. Sophie: (near hysterical) Jao video dekho…mujse kyoon pooch rahi ho….  Simi: I’ll leave.  Sophie: No pls stay… Uth jaaye to omelette bana dena. Usse extra mirchi pasand hai. Aur ek message de de na….Franco’s ka piano bik gaya. His services are no longer required.   SOPHIE STORMS OUT OF THE ROOM, trying to control her tears.  OUTSIDE, KERSI ACCOSTS HER.  Kersi: Didi, Mere pachchas rupye?  Sophie gives him a tight slap…. She starts her bike and leaves…..Upstairs, at the window, we see Simi watching from behind curtain.  FADE OUT   INT.  AKASH’S HOUSE. NIGHT. We last saw Akash on the bed….He is still there….maybe a couple of hours have passed. Akash wakes up.  WE SEE HIS FACE. WE SLOWLY GO TO HIS EYES.  THEY OPEN. THEY ARE DAMAGED. IT’S AN UNSETTLING SIGHT. He, and we, wonder as………Akash keeps rubbing his eyes….and suddenly he gets up, We see him stumble, and flay his arms wildly…..  CUT TO: Akash dunking his head in a bucket of water. Repeatedly. He is kneeling in the bathroom over a red bucket….. Again we see his bloody DAMAGED eyes.  "
